name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
James Ward-Prowse,England,Midfield,right,177.0,GB1,West Ham United,30000000.0,5,0,7,11,4022,30
Jadon Sancho,England,Attack,right,180.0,L1,Borussia Dortmund,30000000.0,1,0,3,3,1593,24
Noussair Mazraoui,Morocco,Defender,right,183.0,L1,Bayern Munich,30000000.0,4,0,0,4,1982,27
Joe Willock,England,Midfield,right,186.0,GB1,Newcastle United,30000000.0,1,0,2,0,707,25
Unai Simón,Spain,Goalkeeper,right,190.0,ES1,Athletic Bilbao,30000000.0,2,0,0,0,3184,27
Eddie Nketiah,England,Attack,right,175.0,GB1,Arsenal FC,30000000.0,4,0,6,3,1393,25
Pervis Estupiñán,Ecuador,Defender,left,175.0,GB1,Brighton & Hove Albion,30000000.0,7,0,3,4,1783,27
Viktor Tsygankov,Ukraine,Attack,left,178.0,ES1,Girona FC,30000000.0,1,0,8,7,2365,27
Aleksandr Golovin,Russia,Midfield,right,178.0,FR1,AS Monaco,30000000.0,9,1,6,6,2156,28
Amine Adli,Morocco,Attack,left,174.0,L1,Bayer 04 Leverkusen,30000000.0,6,0,10,12,2261,24
Ferdi Kadıoğlu,Türkiye,Defender,right,174.0,TR1,Fenerbahce,30000000.0,3,0,2,5,3734,25
Andrew Robertson,Scotland,Defender,left,178.0,GB1,Liverpool FC,30000000.0,2,0,3,2,2194,30
Mateo Kovacic,Croatia,Midfield,right,177.0,GB1,Manchester City,30000000.0,5,0,3,1,2713,30
Tomas Soucek,Czech Republic,Midfield,right,192.0,GB1,West Ham United,30000000.0,9,0,10,3,3996,29
Marc Cucurella,Spain,Defender,left,173.0,GB1,Chelsea FC,30000000.0,10,0,1,2,2233,26
Jonathan Tah,Germany,Defender,right,195.0,L1,Bayer 04 Leverkusen,30000000.0,10,0,6,1,3984,28
Konrad Laimer,Austria,Midfield,right,180.0,L1,Bayern Munich,30000000.0,5,0,1,4,2713,27
Benoît Badiashile,France,Defender,left,194.0,GB1,Chelsea FC,30000000.0,1,0,1,1,1666,23
Ibrahim Sangaré,Cote d'Ivoire,Midfield,right,191.0,NL1,PSV Eindhoven,30000000.0,6,0,2,1,1668,27
Tijjani Reijnders,Netherlands,Midfield,right,185.0,IT1,AC Milan,30000000.0,9,0,4,4,3871,26
Milan Skriniar,Slovakia,Defender,right,188.0,FR1,Paris Saint-Germain,30000000.0,3,0,1,0,2234,29
João Félix,Portugal,Attack,right,181.0,ES1,FC Barcelona,30000000.0,5,0,10,6,2143,25
Albert Gudmundsson,Iceland,Attack,right,177.0,IT1,Genoa CFC,30000000.0,4,0,16,5,3157,27
Hiroki Ito,Japan,Defender,left,188.0,L1,VfB Stuttgart,30000000.0,2,0,0,2,2502,25
Ismaël Bennacer,Algeria,Midfield,left,175.0,IT1,AC Milan,30000000.0,2,0,2,2,1335,27
Pepê,Brazil,Attack,right,175.0,PO1,FC Porto,30000000.0,7,0,6,9,3682,27
Tammy Abraham,England,Attack,right,194.0,IT1,AS Roma,30000000.0,1,0,1,1,321,27
Jakub Kiwior,Poland,Defender,left,189.0,GB1,Arsenal FC,30000000.0,2,0,1,3,1594,24
Rodrigo de Paul,Argentina,Midfield,right,180.0,ES1,Atlético de Madrid,30000000.0,11,0,4,6,3211,30
Ferran Torres,Spain,Attack,right,184.0,ES1,FC Barcelona,30000000.0,5,0,11,4,1994,24
John McGinn,Scotland,Midfield,left,178.0,GB1,Aston Villa,30000000.0,9,1,6,4,3422,30
Folarin Balogun,United States,Attack,right,178.0,FR1,AS Monaco,30000000.0,1,0,7,6,1695,23
Marcos Llorente,Spain,Midfield,right,184.0,ES1,Atlético de Madrid,30000000.0,6,0,6,6,3602,30
Samuel Lino,Brazil,Attack,right,170.0,ES1,Atlético de Madrid,30000000.0,3,0,8,8,2997,25
Cristhian Mosquera,Spain,Defender,right,191.0,ES1,Valencia CF,30000000.0,2,0,0,0,3252,20
Vitor Roque,Brazil,Attack,right,172.0,ES1,FC Barcelona,30000000.0,4,0,2,0,353,19
Pau Cubarsí,Spain,Defender,right,184.0,ES1,FC Barcelona,30000000.0,6,0,0,1,1927,18
Romelu Lukaku,Belgium,Attack,left,191.0,IT1,AS Roma,30000000.0,5,1,21,4,3908,31
Adam Wharton,England,Midfield,left,182.0,GB1,Crystal Palace,30000000.0,2,0,0,3,1560,20
Maximilian Beier,Germany,Attack,right,185.0,L1,TSG 1899 Hoffenheim,30000000.0,1,0,16,3,2535,22
Fermín López,Spain,Midfield,right,174.0,ES1,FC Barcelona,30000000.0,4,0,11,1,1901,21
Jorrel Hato,Netherlands,Defender,left,182.0,NL1,Ajax Amsterdam,30000000.0,7,0,1,3,3772,18
Kenan Yıldız,Türkiye,Attack,both,187.0,IT1,Juventus FC,30000000.0,3,0,4,1,1086,19
Simon Adingra,Cote d'Ivoire,Attack,right,175.0,GB1,Brighton & Hove Albion,30000000.0,3,0,7,3,2853,23
Bilal El Khannouss,Morocco,Midfield,right,180.0,BE1,KRC Genk,30000000.0,4,0,3,6,2685,20
Lucas Beraldo,Brazil,Defender,left,182.0,FR1,Paris Saint-Germain,30000000.0,5,1,1,0,1437,21
Youssouf Fofana,France,Midfield,right,185.0,FR1,AS Monaco,30000000.0,3,0,4,4,2703,26
Aleksandar Pavlovic,Germany,Midfield,both,188.0,L1,Bayern Munich,30000000.0,6,0,2,2,1435,20
Désiré Doué,France,Attack,both,181.0,FR1,Stade Rennais FC,30000000.0,4,0,4,5,1971,19
Yéremy Pino,Spain,Attack,right,172.0,ES1,Villarreal CF,30000000.0,5,0,0,0,621,22
Enzo Millot,France,Midfield,left,174.0,L1,VfB Stuttgart,30000000.0,5,0,6,11,2492,22
Virgil van Dijk,Netherlands,Defender,right,195.0,GB1,Liverpool FC,30000000.0,4,1,4,2,4072,33
Leon Goretzka,Germany,Midfield,right,189.0,L1,Bayern Munich,30000000.0,5,0,6,11,3106,29
Taiwo Awoniyi,Nigeria,Attack,right,183.0,GB1,Nottingham Forest,28000000.0,2,0,6,3,1194,27
Xaver Schlager,Austria,Midfield,left,174.0,L1,RB Leipzig,28000000.0,10,0,1,7,3299,27
Vitaliy Mykolenko,Ukraine,Defender,left,180.0,GB1,Everton FC,28000000.0,0,0,2,0,3041,25
Aleksandar Mitrovic,Serbia,Attack,right,189.0,GB1,Fulham FC,28000000.0,0,0,0,0,32,30
Danilo,Brazil,Midfield,left,177.0,GB1,Nottingham Forest,28000000.0,12,0,9,8,6093,23
Chris Führich,Germany,Attack,right,181.0,L1,VfB Stuttgart,28000000.0,2,0,9,7,2925,27
Alisson,Brazil,Goalkeeper,right,193.0,GB1,Liverpool FC,28000000.0,1,0,0,0,2880,32
Manuel Locatelli,Italy,Midfield,right,185.0,IT1,Juventus FC,28000000.0,8,0,1,6,3343,27
Nahuel Molina,Argentina,Defender,right,175.0,ES1,Atlético de Madrid,28000000.0,5,1,2,5,3025,26
Weston McKennie,United States,Midfield,right,185.0,IT1,Juventus FC,28000000.0,6,0,0,10,2952,26
Matty Cash,Poland,Defender,right,185.0,GB1,Aston Villa,28000000.0,9,0,4,2,2555,27
Ermedin Demirovic,Bosnia-Herzegovina,Attack,right,185.0,L1,FC Augsburg,28000000.0,7,0,15,10,2945,26
Ben Chilwell,England,Defender,left,180.0,GB1,Chelsea FC,28000000.0,6,0,0,1,1172,28
Josip Stanisic,Croatia,Defender,both,187.0,L1,Bayer 04 Leverkusen,28000000.0,3,0,4,6,2354,24
Karim Adeyemi,Germany,Attack,left,180.0,L1,Borussia Dortmund,28000000.0,6,0,5,2,1710,23
Mathias Jensen,Denmark,Midfield,right,180.0,GB1,Brentford FC,28000000.0,5,0,4,3,2439,29
Yoane Wissa,DR Congo,Attack,right,176.0,GB1,Brentford FC,28000000.0,8,0,12,3,2626,28
Jan Oblak,Slovenia,Goalkeeper,right,188.0,ES1,Atlético de Madrid,28000000.0,1,0,0,0,4950,32
Aaron Hickey,Scotland,Defender,both,185.0,GB1,Brentford FC,28000000.0,5,0,0,0,812,22
Jamie Bynoe-Gittens,England,Attack,right,177.0,L1,Borussia Dortmund,28000000.0,1,0,2,8,1396,20
Noni Madueke,England,Attack,left,182.0,GB1,Chelsea FC,28000000.0,2,0,8,3,1593,22
Stanislav Lobotka,Slovakia,Midfield,right,168.0,IT1,SSC Napoli,28000000.0,4,0,0,1,4191,30
Marc-André ter Stegen,Germany,Goalkeeper,right,187.0,ES1,FC Barcelona,28000000.0,3,0,0,0,3240,32
Thibaut Courtois,Belgium,Goalkeeper,left,200.0,ES1,Real Madrid,28000000.0,0,0,0,0,423,32
Emiliano Martínez,Argentina,Goalkeeper,right,195.0,GB1,Aston Villa,28000000.0,6,0,0,0,4060,32
Malcom,Brazil,Attack,left,171.0,RU1,Zenit St. Petersburg,28000000.0,0,0,0,0,90,27
Joe Gomez,England,Defender,right,188.0,GB1,Liverpool FC,28000000.0,7,0,0,3,3133,27
Quinten Timber,Netherlands,Midfield,right,179.0,NL1,Feyenoord Rotterdam,28000000.0,8,0,8,10,3730,23
Jerdy Schouten,Netherlands,Midfield,right,185.0,NL1,PSV Eindhoven,28000000.0,5,0,4,0,3296,28
Hugo Larsson,Sweden,Midfield,right,187.0,L1,Eintracht Frankfurt,28000000.0,1,0,2,2,2063,20
Frank Anguissa,Cameroon,Midfield,right,184.0,IT1,SSC Napoli,27000000.0,3,0,1,3,3421,29
Orkun Kökçü,Türkiye,Midfield,both,175.0,PO1,SL Benfica,27000000.0,11,0,7,10,2446,24
Olivier Boscagli,France,Defender,left,181.0,NL1,PSV Eindhoven,27000000.0,5,0,3,4,4075,27
Matías Soulé,Argentina,Attack,left,182.0,IT1,Frosinone Calcio,25000000.0,5,0,11,3,3263,21
Johnny Cardoso,United States,Midfield,right,186.0,ES1,Real Betis Balompié,25000000.0,3,0,1,2,1332,23
Kevin Danso,Austria,Defender,right,190.0,FR1,RC Lens,25000000.0,9,0,1,0,3285,26
Marcos Leonardo,Brazil,Attack,right,177.0,PO1,SL Benfica,25000000.0,1,0,7,1,437,21
Sean Longstaff,England,Midfield,right,187.0,GB1,Newcastle United,25000000.0,8,0,8,2,3643,27
Gianluca Mancini,Italy,Defender,right,190.0,IT1,AS Roma,25000000.0,12,1,7,1,4049,28
Galeno,Brazil,Attack,right,179.0,PO1,FC Porto,25000000.0,5,0,14,10,3106,27
Lorenzo Pellegrini,Italy,Midfield,right,186.0,IT1,AS Roma,25000000.0,10,0,10,5,2731,28
Amine Gouiri,Algeria,Attack,right,181.0,FR1,Stade Rennais FC,25000000.0,4,0,9,3,2403,24
Ruben Loftus-Cheek,England,Midfield,right,191.0,IT1,AC Milan,25000000.0,6,0,10,2,2860,29
Mario Hermoso,Spain,Defender,left,184.0,ES1,Atlético de Madrid,25000000.0,15,0,2,2,3802,29
Maghnes Akliouche,France,Midfield,left,183.0,FR1,AS Monaco,25000000.0,5,0,7,4,1619,22
Pablo Barrios,Spain,Midfield,right,181.0,ES1,Atlético de Madrid,25000000.0,5,0,1,2,1978,21
Wilfried Singo,Cote d'Ivoire,Defender,right,190.0,FR1,AS Monaco,25000000.0,8,1,1,1,2188,24
Edon Zhegrova,Kosovo,Attack,left,181.0,FR1,LOSC Lille,25000000.0,4,1,7,6,2466,25
Vangelis Pavlidis,Greece,Attack,both,186.0,NL1,AZ Alkmaar,25000000.0,5,0,30,5,3594,26
Alex Iwobi,Nigeria,Attack,right,183.0,GB1,Fulham FC,25000000.0,2,0,6,2,2544,28
Angel Gomes,England,Midfield,right,168.0,FR1,LOSC Lille,25000000.0,5,0,0,8,2795,24
Antony,Brazil,Attack,left,172.0,GB1,Manchester United,25000000.0,6,0,3,2,1910,24
Iñaki Williams,Ghana,Attack,right,186.0,ES1,Athletic Bilbao,25000000.0,4,0,14,5,3188,30
Rayan Cherki,France,Midfield,both,177.0,FR1,Olympique Lyon,25000000.0,0,0,1,6,1718,21
Alexander Sørloth,Norway,Attack,left,195.0,ES1,Villarreal CF,25000000.0,6,0,26,6,2954,29
Igor Thiago,Brazil,Attack,right,191.0,BE1,Club Brugge KV,25000000.0,9,0,18,3,2203,23
Lesley Ugochukwu,France,Midfield,right,190.0,GB1,Chelsea FC,25000000.0,3,0,0,0,567,20
Aleix García,Spain,Midfield,right,173.0,ES1,Girona FC,25000000.0,4,1,3,6,3326,27
Kurt Zouma,France,Defender,right,190.0,GB1,West Ham United,25000000.0,4,0,3,0,3379,30
Ansu Fati,Spain,Attack,right,178.0,GB1,Brighton & Hove Albion,25000000.0,3,0,4,1,1041,22
Álex Remiro,Spain,Goalkeeper,right,191.0,ES1,Real Sociedad,25000000.0,2,1,0,0,4386,29
Lucas Chevalier,France,Goalkeeper,right,189.0,FR1,LOSC Lille,25000000.0,1,0,0,0,3180,23
Nathan Collins,Ireland,Defender,right,193.0,GB1,Brentford FC,25000000.0,3,0,2,1,2950,23
Mattéo Guendouzi,France,Midfield,right,185.0,FR1,Olympique Marseille,25000000.0,6,1,3,4,3342,25
José Gayà,Spain,Defender,left,172.0,ES1,Valencia CF,25000000.0,3,0,2,3,1917,29
Antoine Griezmann,France,Attack,left,176.0,ES1,Atlético de Madrid,25000000.0,7,0,24,8,3918,33
Yangel Herrera,Venezuela,Midfield,right,184.0,ES1,Girona FC,25000000.0,9,0,5,0,2228,27
Andrea Cambiaso,Italy,Defender,both,182.0,IT1,Juventus FC,25000000.0,10,0,3,6,2723,24
Otávio,Portugal,Midfield,right,172.0,PO1,FC Porto,25000000.0,8,0,2,2,2861,29
Evan Ndicka,Cote d'Ivoire,Defender,left,192.0,IT1,AS Roma,25000000.0,11,0,0,3,2924,25
Perr Schuurs,Netherlands,Defender,right,191.0,IT1,Torino FC,25000000.0,2,0,1,0,861,25
Kang-in Lee,"Korea, South",Midfield,left,173.0,FR1,Paris Saint-Germain,25000000.0,3,0,5,5,1904,23
Tyrick Mitchell,England,Defender,left,181.0,GB1,Crystal Palace,25000000.0,6,0,2,3,3544,25
Rodrigo Riquelme,Spain,Attack,right,174.0,ES1,Atlético de Madrid,25000000.0,1,0,4,6,1990,24
Gabri Veiga,Spain,Midfield,right,185.0,ES1,Celta de Vigo,25000000.0,0,0,0,0,17,22
David Neres,Brazil,Attack,left,176.0,PO1,SL Benfica,25000000.0,2,0,5,9,1683,27
Facundo Medina,Argentina,Defender,left,184.0,FR1,RC Lens,25000000.0,15,0,1,4,3329,25
Antonio Rüdiger,Germany,Defender,right,190.0,ES1,Real Madrid,25000000.0,8,0,2,3,4076,31
Hee-chan Hwang,"Korea, South",Attack,right,177.0,GB1,Wolverhampton Wanderers,25000000.0,7,0,13,3,2249,29
Denis Zakaria,Switzerland,Midfield,right,190.0,FR1,AS Monaco,25000000.0,13,0,4,0,2142,28
Youri Tielemans,Belgium,Midfield,right,177.0,GB1,Aston Villa,25000000.0,4,0,2,6,1965,27
Oscar Bobb,Norway,Attack,left,175.0,GB1,Manchester City,25000000.0,0,0,2,2,819,21
Mason Greenwood,England,Attack,both,181.0,ES1,Getafe CF,25000000.0,6,1,10,6,2908,23
João Cancelo,Portugal,Defender,right,182.0,ES1,FC Barcelona,25000000.0,8,0,4,5,3318,30
Antonee Robinson,United States,Defender,left,183.0,GB1,Fulham FC,25000000.0,6,0,0,7,3749,27
Yan Couto,Brazil,Defender,right,168.0,ES1,Girona FC,25000000.0,9,0,2,10,2483,22
Arthur Vermeeren,Belgium,Midfield,right,180.0,BE1,Royal Antwerp FC,25000000.0,5,0,2,6,2843,19
Radu Drăgușin,Romania,Defender,right,191.0,IT1,Genoa CFC,25000000.0,2,0,2,1,2358,22
Dani Vivian,Spain,Defender,right,184.0,ES1,Athletic Bilbao,25000000.0,8,0,0,1,3493,25
Jørgen Strand Larsen,Norway,Attack,right,193.0,ES1,Celta de Vigo,25000000.0,5,0,13,3,2902,24
Malick Thiaw,Germany,Defender,right,194.0,IT1,AC Milan,25000000.0,6,1,0,1,2161,23
Andriy Lunin,Ukraine,Goalkeeper,right,191.0,ES1,Real Madrid,25000000.0,2,0,0,0,2850,25
Michael Kayode,Italy,Defender,right,179.0,IT1,ACF Fiorentina,25000000.0,2,0,1,2,2489,20
Giacomo Raspadori,Italy,Attack,right,172.0,IT1,SSC Napoli,25000000.0,1,0,6,3,1900,24
Aaron Ramsdale,England,Goalkeeper,right,190.0,GB1,Arsenal FC,25000000.0,0,0,0,0,990,26
Miguel Gutiérrez,Spain,Defender,left,180.0,ES1,Girona FC,25000000.0,4,0,2,9,3378,23
Deniz Undav,Germany,Attack,right,179.0,L1,VfB Stuttgart,25000000.0,5,0,19,10,2339,28
Terem Moffi,Nigeria,Attack,left,188.0,FR1,OGC Nice,25000000.0,4,0,11,2,1961,25
Anatoliy Trubin,Ukraine,Goalkeeper,right,199.0,PO1,SL Benfica,25000000.0,2,0,0,0,3900,23
Kalvin Phillips,England,Midfield,right,179.0,GB1,West Ham United,25000000.0,5,0,1,0,639,29
Denzel Dumfries,Netherlands,Midfield,right,188.0,IT1,Inter Milan,24000000.0,3,1,4,6,1965,28
Lewis Ferguson,Scotland,Midfield,right,181.0,IT1,Bologna FC 1909,24000000.0,9,0,6,5,2928,25
Nathan Tella,Nigeria,Attack,right,173.0,L1,Bayer 04 Leverkusen,23000000.0,2,0,6,5,1471,25
Daniel Muñoz,Colombia,Defender,right,181.0,BE1,KRC Genk,23000000.0,11,0,6,6,3484,28
Quilindschy Hartman,Netherlands,Defender,left,183.0,NL1,Feyenoord Rotterdam,23000000.0,4,0,0,7,3172,23
Dan Ndoye,Switzerland,Attack,right,184.0,IT1,Bologna FC 1909,22000000.0,4,0,2,3,2078,24
Francisco Conceição,Portugal,Attack,left,170.0,PO1,FC Porto,22000000.0,13,0,7,5,2308,22
Emile Smith Rowe,England,Midfield,right,182.0,GB1,Arsenal FC,22000000.0,0,0,0,2,475,24
Lewis Miley,England,Midfield,right,189.0,GB1,Newcastle United,22000000.0,1,0,1,4,1729,18
Philip Billing,Denmark,Midfield,left,193.0,GB1,AFC Bournemouth,22000000.0,4,1,2,4,1753,28
Jarell Quansah,England,Defender,right,190.0,GB1,Liverpool FC,22000000.0,2,0,3,3,2494,22
Vitaly Janelt,Germany,Midfield,left,184.0,GB1,Brentford FC,22000000.0,8,0,1,3,3452,26
Jordan Pickford,England,Goalkeeper,left,185.0,GB1,Everton FC,22000000.0,5,0,0,0,3780,30
Piotr Zieliński,Poland,Midfield,both,180.0,IT1,SSC Napoli,22000000.0,2,0,4,3,2427,30
Ferland Mendy,France,Defender,left,180.0,ES1,Real Madrid,22000000.0,6,0,1,0,2835,29
Kevin Schade,Germany,Attack,right,185.0,GB1,Brentford FC,22000000.0,0,0,2,1,392,23
Samuele Ricci,Italy,Midfield,right,181.0,IT1,Torino FC,22000000.0,8,0,1,4,2479,23
Youssoufa Moukoko,Germany,Attack,left,179.0,L1,Borussia Dortmund,22000000.0,1,0,6,0,758,20
Aitor Paredes,Spain,Defender,right,185.0,ES1,Athletic Bilbao,22000000.0,10,0,1,0,3306,24
Dominic Calvert-Lewin,England,Attack,right,189.0,GB1,Everton FC,22000000.0,3,1,8,3,2630,27
Konstantinos Tsimikas,Greece,Defender,left,179.0,GB1,Liverpool FC,22000000.0,0,0,0,4,1465,28
Marcos Senesi,Argentina,Defender,left,185.0,GB1,AFC Bournemouth,22000000.0,15,0,4,5,2680,27
Anthony Elanga,Sweden,Attack,right,178.0,GB1,Nottingham Forest,22000000.0,1,0,5,9,2678,22
José María Giménez,Uruguay,Defender,right,185.0,ES1,Atlético de Madrid,22000000.0,8,0,0,1,2225,30
Fábio Vieira,Portugal,Midfield,left,170.0,GB1,Arsenal FC,22000000.0,0,1,1,3,471,24
Julio Enciso,Paraguay,Midfield,right,173.0,GB1,Brighton & Hove Albion,22000000.0,2,0,0,2,590,21
Dwight McNeil,England,Attack,left,183.0,GB1,Everton FC,22000000.0,3,0,3,7,3360,25
Carlos Baleba,Cameroon,Midfield,left,179.0,FR1,LOSC Lille,22000000.0,8,0,0,0,1543,21
Sofyan Amrabat,Morocco,Midfield,right,185.0,IT1,ACF Fiorentina,22000000.0,9,0,0,0,1545,28
Carlos Augusto,Brazil,Midfield,left,184.0,IT1,Inter Milan,22000000.0,2,0,1,3,2326,26
Patrik Schick,Czech Republic,Attack,left,191.0,L1,Bayer 04 Leverkusen,22000000.0,2,0,13,3,1555,29
Taylor Harwood-Bellis,England,Defender,right,188.0,GB1,Manchester City,22000000.0,0,0,0,1,171,23
Jesper Lindstrøm,Denmark,Midfield,right,182.0,IT1,SSC Napoli,22000000.0,2,0,0,1,759,24
Pepelu,Spain,Midfield,right,186.0,ES1,Valencia CF,22000000.0,5,0,8,1,3495,26
Igor Zubeldia,Spain,Defender,right,181.0,ES1,Real Sociedad,22000000.0,15,1,0,2,3698,27
James Garner,England,Midfield,right,182.0,GB1,Everton FC,22000000.0,7,0,2,2,3635,23
Armando Broja,Albania,Attack,right,191.0,GB1,Fulham FC,22000000.0,0,0,2,1,776,23
Sergiño Dest,United States,Defender,right,173.0,NL1,PSV Eindhoven,22000000.0,1,0,2,7,3123,24
Omar Marmoush,Egypt,Attack,right,183.0,L1,Eintracht Frankfurt,22000000.0,7,0,13,6,2602,25
Yunus Musah,United States,Midfield,right,178.0,IT1,AC Milan,22000000.0,9,0,0,2,2241,22
Marcus Edwards,England,Attack,left,168.0,PO1,Sporting CP,20000000.0,5,1,5,8,2084,26
Javi Guerra,Spain,Midfield,right,187.0,ES1,Valencia CF,20000000.0,3,1,4,1,2735,21
Dango Ouattara,Burkina Faso,Attack,left,177.0,GB1,AFC Bournemouth,20000000.0,3,0,1,2,1383,22
Tosin Adarabioyo,England,Defender,right,196.0,GB1,Fulham FC,20000000.0,2,0,2,0,1996,27
Arthur Theate,Belgium,Defender,left,185.0,FR1,Stade Rennais FC,20000000.0,5,0,2,0,2939,24
Matt O'Riley,Denmark,Midfield,left,189.0,SC1,Celtic FC,20000000.0,4,0,14,16,3782,24
Eljif Elmas,North Macedonia,Midfield,right,184.0,IT1,SSC Napoli,20000000.0,2,0,2,0,752,25
Noah Okafor,Switzerland,Attack,right,185.0,IT1,AC Milan,20000000.0,1,0,6,3,1005,24
Lazar Samardžić,Serbia,Midfield,left,184.0,IT1,Udinese Calcio,20000000.0,3,0,6,2,2382,22
Orel Mangala,Belgium,Midfield,right,178.0,FR1,Olympique Lyon,20000000.0,6,0,3,0,2177,26
Arnaud Kalimuendo,France,Attack,right,178.0,FR1,Stade Rennais FC,20000000.0,7,0,11,4,2459,23
Lovro Majer,Croatia,Midfield,left,178.0,FR1,Stade Rennais FC,20000000.0,5,0,5,5,2148,27
Milos Kerkez,Hungary,Defender,left,180.0,GB1,AFC Bournemouth,20000000.0,6,1,0,1,2351,21
Waldemar Anton,Germany,Defender,right,189.0,L1,VfB Stuttgart,20000000.0,8,0,1,4,3248,28
Georges Mikautadze,Georgia,Attack,right,176.0,FR1,FC Metz,20000000.0,1,0,13,4,2095,24
Sander Berge,Norway,Midfield,right,195.0,GB1,Burnley FC,20000000.0,11,0,2,2,3218,26
Rodrigo Muniz,Brazil,Attack,right,186.0,GB1,Fulham FC,20000000.0,2,0,10,1,2019,23
Saïd Benrahma,Algeria,Attack,right,172.0,FR1,Olympique Lyon,20000000.0,3,1,3,5,1981,29
Paulo Dybala,Argentina,Attack,left,177.0,IT1,AS Roma,20000000.0,3,0,16,10,2671,31
Aaron Wan-Bissaka,England,Defender,right,183.0,GB1,Manchester United,20000000.0,5,0,0,3,2411,27
Marcel Sabitzer,Austria,Midfield,right,178.0,L1,Borussia Dortmund,20000000.0,5,1,6,9,3034,30
Julian Ryerson,Norway,Defender,right,183.0,L1,Borussia Dortmund,20000000.0,5,0,4,1,2940,27
Aymeric Laporte,Spain,Defender,left,191.0,GB1,Manchester City,20000000.0,0,0,0,0,11,30
Malik Tillman,United States,Midfield,right,187.0,NL1,PSV Eindhoven,20000000.0,4,0,9,15,2232,22
Eric García,Spain,Defender,right,182.0,ES1,Girona FC,20000000.0,4,0,5,0,2726,24
Samuel Chukwueze,Nigeria,Attack,left,172.0,IT1,AC Milan,20000000.0,1,0,3,3,1380,25
Felix Nmecha,Germany,Midfield,right,190.0,L1,Borussia Dortmund,20000000.0,4,0,2,2,1385,24
Florentino,Portugal,Midfield,right,184.0,PO1,SL Benfica,20000000.0,10,0,0,0,2305,25
Marco Asensio,Spain,Attack,left,182.0,FR1,Paris Saint-Germain,20000000.0,0,0,4,5,1256,29
Konstantinos Mavropanos,Greece,Defender,right,194.0,L1,VfB Stuttgart,20000000.0,2,0,1,0,2706,27
Marcin Bulka,Poland,Goalkeeper,right,199.0,FR1,OGC Nice,20000000.0,2,0,0,0,3060,25
Amadou Haidara,Mali,Midfield,right,175.0,L1,RB Leipzig,20000000.0,5,0,2,2,1886,26
Fredrik Aursnes,Norway,Midfield,right,181.0,PO1,SL Benfica,20000000.0,3,0,2,9,4190,29
Djordje Petrovic,Serbia,Goalkeeper,right,194.0,GB1,Chelsea FC,20000000.0,4,0,0,0,2736,25
Eduard Spertsyan,Armenia,Midfield,right,178.0,RU1,FK Krasnodar,20000000.0,6,1,11,7,2724,24
Alex Scott,England,Midfield,right,178.0,GB1,AFC Bournemouth,20000000.0,6,0,2,4,1384,21
Rico Henry,England,Defender,left,170.0,GB1,Brentford FC,20000000.0,1,0,0,1,402,27
Maxence Lacroix,France,Defender,right,190.0,L1,VfL Wolfsburg,20000000.0,6,2,4,1,2665,24
Hugo Ekitiké,France,Attack,right,189.0,FR1,Paris Saint-Germain,20000000.0,3,0,4,2,727,22
Issa Diop,France,Defender,right,194.0,GB1,Fulham FC,20000000.0,5,0,1,0,1949,28
Miguel Almirón,Paraguay,Attack,left,174.0,GB1,Newcastle United,20000000.0,4,0,5,3,2739,30
Adam Webster,England,Defender,right,190.0,GB1,Brighton & Hove Albion,20000000.0,3,0,0,0,1270,30
Vanderson,Brazil,Defender,right,173.0,FR1,AS Monaco,20000000.0,6,0,3,1,1649,23
Manu Koné,France,Midfield,right,185.0,L1,Borussia Mönchengladbach,20000000.0,4,1,2,2,1717,23
Carlos Soler,Spain,Midfield,right,180.0,FR1,Paris Saint-Germain,20000000.0,1,0,2,2,1097,28
Beto,Portugal,Attack,right,194.0,IT1,Udinese Calcio,20000000.0,2,0,6,3,1307,26
Caoimhín Kelleher,Ireland,Goalkeeper,right,188.0,GB1,Liverpool FC,20000000.0,2,0,0,0,2400,26
Youssef En-Nesyri,Morocco,Attack,left,192.0,ES1,Sevilla FC,20000000.0,4,0,20,3,3243,27
Brajan Gruda,Germany,Attack,left,178.0,L1,1.FSV Mainz 05,20000000.0,5,0,4,3,1740,20
Jonas Wind,Denmark,Attack,right,190.0,L1,VfL Wolfsburg,20000000.0,4,0,12,8,2889,25
Benjamin Henrichs,Germany,Defender,right,185.0,L1,RB Leipzig,20000000.0,7,0,1,8,3289,27
Isak Hien,Sweden,Defender,right,191.0,IT1,Hellas Verona,20000000.0,8,1,0,1,2622,26
Robert Sánchez,Spain,Goalkeeper,right,197.0,GB1,Chelsea FC,20000000.0,1,0,0,0,1884,27
David Raum,Germany,Defender,left,180.0,L1,RB Leipzig,20000000.0,8,0,3,13,3555,26
Toti,Portugal,Defender,left,187.0,GB1,Wolverhampton Wanderers,20000000.0,7,0,2,3,3406,26
Jean-Philippe Mateta,France,Attack,right,192.0,GB1,Crystal Palace,20000000.0,5,0,19,5,2574,27
Ander Barrenetxea,Spain,Attack,right,175.0,ES1,Real Sociedad,20000000.0,2,0,5,2,2059,23
Leonardo Balerdi,Argentina,Defender,right,187.0,FR1,Olympique Marseille,20000000.0,11,0,2,1,3395,26
